"source_type","canonical_id","name","source_document","source_path","checksum_sha256","disposition","registry_state","target_form","home_division","operating_class","functional_domains","capability_codes","skill_ids","required_tools","risk_tier","autonomy_ceiling","integration_ceiling","runtime_compatibility","evidence_status","canonical_registry_path","normalization_note"
"skill","SKL-013","Requirements & Acceptance-Criteria Authoring","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-03","creation","cross-domain","SOFTWARE_BUILD|AGENT_DESIGN","SKL-013","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-013-requirements-acceptance-criteria.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-014","Process Mapping & SOP Authoring","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-03","creation","cross-domain","SOFTWARE_BUILD|AGENT_DESIGN","SKL-014","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-015","Option & Trade-off Analysis","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-03","creation","cross-domain","SOFTWARE_BUILD|AGENT_DESIGN","SKL-015","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-015-option-trade-off-analysis.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-016","Qualitative Research Coding","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","knowledge","cross-domain","MARKET_RESEARCH","SKL-016","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-017","Quantitative Analysis & Visualization","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","creation","cross-domain","DATA_ANALYSIS","SKL-017","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-018","Forecasting & Scenario Modeling","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","analysis","cross-domain","DATA_ANALYSIS","SKL-018","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-019","Experiment Design & Interpretation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","creation","cross-domain","DATA_ANALYSIS","SKL-019","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-020","Natural-Language Drafting & Adaptation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","creation","cross-domain","MEDIA_GENERATION","SKL-020","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-021","Tone, Brand & Canon Conformance","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","creation","cross-domain","MEDIA_GENERATION","SKL-021","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-022","Originality & Similarity Risk Review","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","evaluation","cross-domain","MEDIA_GENERATION","SKL-022","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-023","Accessibility & Plain-Language Review","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","evaluation","cross-domain","MEDIA_GENERATION","SKL-023","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-024","Design & Visual Continuity Review","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","evaluation","cross-domain","MEDIA_GENERATION","SKL-024","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-025","Audio Continuity & Technical QA","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-06","evaluation","cross-domain","MEDIA_GENERATION","SKL-025","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-026","Code Generation & Secure Implementation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-03","creation","cross-domain","SOFTWARE_BUILD","SKL-026","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-027","Code Review & Static-Analysis Interpretation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","evaluation","cross-domain","REPOSITORY_REVIEW","SKL-027","TOL-001","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-027-code-review-static-analysis.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-028","Test Design & Defect Reproduction","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","creation","cross-domain","REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION","SKL-028","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-028-test-design-defect-reproduction.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-029","Incident Triage & Runbook Retrieval","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-10","analysis","cross-domain","REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION","SKL-029","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-030","Threat Modeling & Security Finding Triage","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","evaluation","cross-domain","REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION","SKL-030","TOL-001|TOL-002","high","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-030-threat-modeling-security-triage.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-031","Data Quality Profiling & Drift Detection","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","evaluation","cross-domain","DATA_ANALYSIS|DEPLOYMENT_VERIFICATION","SKL-031","TOL-002|TOL-003|TOL-001","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-032","Model Evaluation & Red-Teaming","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-10","creation","cross-domain","DATA_ANALYSIS|DEPLOYMENT_VERIFICATION","SKL-032","TOL-002|TOL-003|TOL-001","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-033","Contract & Obligation Extraction","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-07","creation","cross-domain","CONTRACT_ANALYSIS","SKL-033","TOL-002","high","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-034","Reconciliation & Variance Analysis","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","creation","cross-domain","FINANCIAL_ANALYSIS","SKL-034","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-035","Risk Register & Control Monitoring","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-10","control","cross-domain","FINANCIAL_ANALYSIS|CONTRACT_ANALYSIS","SKL-035","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-036","Customer/Case Triage & Response Drafting","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-08","analysis","cross-domain","CLIENT_CONVERSION","SKL-036","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-037","Campaign & Content Planning","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-08","creation","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","SKL-037","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-038","Community Safety & Reputation Escalation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-08","creation","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","SKL-038","TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-039","Rights, License & Usage-Restriction Mapping","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-07","creation","cross-domain","CONTRACT_ANALYSIS|RELEASE_PACKAGING","SKL-039","TOL-002|TOL-001|TOL-003","high","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-040","Release/Delivery Package Validation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-07","delivery_operations","cross-domain","RELEASE_PACKAGING|DEPLOYMENT_VERIFICATION","SKL-040","TOL-001|TOL-003|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-041","Scheduling, Capacity & Route Optimization","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-05","creation","cross-domain","DATA_ANALYSIS","SKL-041","TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-042","Quality Incident & CAPA Support","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-10","evaluation","cross-domain","DEPLOYMENT_VERIFICATION","SKL-042","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-043","Localization & Cultural Adaptation","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","skill_definition","DIV-07","creation","cross-domain","RELEASE_PACKAGING","SKL-043","TOL-001|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","","Source specification exists but has not been promoted; add only with fixtures, limits, and acceptance evidence."
"skill","SKL-044","Meeting, Decision & Action Capture","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-01","creation","cross-domain","AGENT_DESIGN","SKL-044","TOL-001|TOL-002","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-044-meeting-decision-action-capture.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"skill","SKL-045","Evaluation Scorecard & Gate Execution","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","skill_definition","DIV-10","creation","cross-domain","REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|RELEASE_PACKAGING","SKL-045","TOL-001|TOL-002|TOL-003","moderate","A1","I1","provider-neutral; fixture-and-adapter-required","DECLARED","registry/skills/SKL-045-evaluation-scorecard-gate-execution.yaml","Preserve the existing SkillSpec and connect it to Capability IDs."
"integration","INT-001","Knowledge repository","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","integration_definition","DIV-04","delivery_operations","cross-domain","MARKET_RESEARCH|OPPORTUNITY_DISCOVERY|AGENT_DESIGN","","","moderate","A1","I2","runtime-adapter-binding-required","DECLARED","registry/integrations/INT-001-knowledge-repository.yaml","Preserve the existing IntegrationSpec and enforce its permission ceiling."
"integration","INT-002","Document management & e-signature","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-04","delivery_operations","cross-domain","DATA_ANALYSIS","","","high","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-003","Project/workflow management","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","integration_definition","DIV-04","delivery_operations","cross-domain","AGENT_DESIGN|CLIENT_CONVERSION","","","moderate","A1","I2","runtime-adapter-binding-required","DECLARED","registry/integrations/INT-003-project-workflow-management.yaml","Preserve the existing IntegrationSpec and enforce its permission ceiling."
"integration","INT-004","Calendar & scheduling","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-04","delivery_operations","cross-domain","AGENT_DESIGN|CLIENT_CONVERSION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-005","Asset management / object storage","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","integration_definition","DIV-07","delivery_operations","cross-domain","MEDIA_GENERATION|RELEASE_PACKAGING|DATA_ANALYSIS","","","moderate","A1","I2","runtime-adapter-binding-required","DECLARED","registry/integrations/INT-005-asset-object-storage.yaml","Preserve the existing IntegrationSpec and enforce its permission ceiling."
"integration","INT-006","DAM / media production suite","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-07","delivery_operations","cross-domain","MEDIA_GENERATION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-007","Code repository & CI","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","KEEP","REGISTERED","integration_definition","DIV-04","delivery_operations","cross-domain","SOFTWARE_BUILD|REPOSITORY_REVIEW|DEPLOYMENT_VERIFICATION|MCP_INTEGRATION","","","moderate","A1","I2","runtime-adapter-binding-required","DECLARED","registry/integrations/INT-007-code-repository-ci.yaml","Preserve the existing IntegrationSpec and enforce its permission ceiling."
"integration","INT-008","Cloud/infrastructure & observability","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-04","delivery_operations","cross-domain","DEPLOYMENT_VERIFICATION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-009","Data warehouse / BI","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-05","delivery_operations","cross-domain","DATA_ANALYSIS|FINANCIAL_ANALYSIS","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-010","CRM / customer platform","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-08","delivery_operations","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-011","Support/case-management system","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-08","delivery_operations","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-012","Marketing automation & CMS","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-07","delivery_operations","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-013","Social/community platform","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-07","delivery_operations","cross-domain","OPPORTUNITY_DISCOVERY|CLIENT_CONVERSION","","","moderate","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-014","ERP/accounting/billing","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-09","delivery_operations","cross-domain","FINANCIAL_ANALYSIS","","","high","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-015","Contract/CLM/rights system","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-07","delivery_operations","cross-domain","CONTRACT_ANALYSIS","","","high","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
"integration","INT-016","Identity, IAM, and HRIS","03_SKILL_AND_INTEGRATION_CATALOG.md","/Agent Roles & Skills Catalog/03_SKILL_AND_INTEGRATION_CATALOG.md","ec9c27def9db646e2e2bad2bd6a0c3c67b93a891cc0648d86af0d0112ae4258b","MISSING","SOURCE_ONLY","integration_definition","DIV-09","delivery_operations","cross-domain","DATA_ANALYSIS","","","high","A1","I1","runtime-adapter-binding-required","DECLARED","","Source category exists but has no canonical IntegrationSpec; create only when a WorkOrder requires it."
